scaled_x_min_1e17_v2_per_c,n_points,e_C,e_total_err_C,e_stat_err_C,e_gain_err_C,e_rf_err_C,accepted_ratio,chi2_red,p_value,excluded_bulb_settings
0.1,14,1.8430660325394489e-19,4.144139227212371e-21,4.2282659178363877e-22,1.0317754744835204e-22,4.121220935779047e-21,1.1503513366925366,1.119309862079263,0.3384575284523296,1 2 3 4 5 6 7 8 9 10 11 12 13 14
